"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"GRC","HEALTHEXP","VOLUNTARY","USD_CAP","A","2016",850.403,
"GRC","HEALTHEXP","VOLUNTARY","USD_CAP","A","2017",860.557,
"GRC","HEALTHEXP","VOLUNTARY","USD_CAP","A","2018",885.361,"E"
"HUN","HEALTHEXP","COMPULSORY","USD_CAP","A","2014",1250.543,
"HUN","HEALTHEXP","COMPULSORY","USD_CAP","A","2015",1289.946,
"HUN","HEALTHEXP","COMPULSORY","USD_CAP","A","2016",1337.651,
"HUN","HEALTHEXP","COMPULSORY","USD_CAP","A","2017",1381.611,
"HUN","HEALTHEXP","COMPULSORY","USD_CAP","A","2018",1438.794,"P"
"HUN","HEALTHEXP","VOLUNTARY","USD_CAP","A","2014",613.211,
"HUN","HEALTHEXP","VOLUNTARY","USD_CAP","A","2015",601.782,
"HUN","HEALTHEXP","VOLUNTARY","USD_CAP","A","2016",627.367,
"HUN","HEALTHEXP","VOLUNTARY","USD_CAP","A","2017",614.838,
"HUN","HEALTHEXP","VOLUNTARY","USD_CAP","A","2018",607.983,"P"
"ISL","HEALTHEXP","COMPULSORY","USD_CAP","A","2014",2897.556,
"ISL","HEALTHEXP","COMPULSORY","USD_CAP","A","2015",3018.919,
"ISL","HEALTHEXP","COMPULSORY","USD_CAP","A","2016",3192.207,
"ISL","HEALTHEXP","COMPULSORY","USD_CAP","A","2017",3399.06,
"ISL","HEALTHEXP","COMPULSORY","USD_CAP","A","2018",3570.125,"E"
"ISL","HEALTHEXP","VOLUNTARY","USD_CAP","A","2014",701.919,
"ISL","HEALTHEXP","VOLUNTARY","USD_CAP","A","2015",716.327,
"ISL","HEALTHEXP","VOLUNTARY","USD_CAP","A","2016",724.127,
"ISL","HEALTHEXP","VOLUNTARY","USD_CAP","A","2017",754.813,
"ISL","HEALTHEXP","VOLUNTARY","USD_CAP","A","2018",778.969,"E"
"IRL","HEALTHEXP","COMPULSORY","USD_CAP","A","2014",3019.235,
"IRL","HEALTHEXP","COMPULSORY","USD_CAP","A","2015",3098.352,
"IRL","HEALTHEXP","COMPULSORY","USD_CAP","A","2016",3240.456,
"IRL","HEALTHEXP","COMPULSORY","USD_CAP","A","2017",3394.31,
"IRL","HEALTHEXP","COMPULSORY","USD_CAP","A","2018",3583.093,"E"
"IRL","HEALTHEXP","VOLUNTARY","USD_CAP","A","2014",1232.247,
"IRL","HEALTHEXP","VOLUNTARY","USD_CAP","A","2015",1203.498,
"IRL","HEALTHEXP","VOLUNTARY","USD_CAP","A","2016",1230.292,
"IRL","HEALTHEXP","VOLUNTARY","USD_CAP","A","2017",1236.807,
"IRL","HEALTHEXP","VOLUNTARY","USD_CAP","A","2018",1286.27,"E"
"ITA","HEALTHEXP","COMPULSORY","USD_CAP","A","2014",2326.428,
"ITA","HEALTHEXP","COMPULSORY","USD_CAP","A","2015",2334.192,
"ITA","HEALTHEXP","COMPULSORY","USD_CAP","A","2016",2436.046,
"ITA","HEALTHEXP","COMPULSORY","USD_CAP","A","2017",2495.008,
"ITA","HEALTHEXP","COMPULSORY","USD_CAP","A","2018",2544.577,"P"
"ITA","HEALTHEXP","VOLUNTARY","USD_CAP","A","2014",749.004,
"ITA","HEALTHEXP","VOLUNTARY","USD_CAP","A","2015",795.078,
"ITA","HEALTHEXP","VOLUNTARY","USD_CAP","A","2016",828.323,
"ITA","HEALTHEXP","VOLUNTARY","USD_CAP","A","2017",881.306,
"ITA","HEALTHEXP","VOLUNTARY","USD_CAP","A","2018",883.23,"P"
"JPN","HEALTHEXP","COMPULSORY","USD_CAP","A","2014",3640.927,
"JPN","HEALTHEXP","COMPULSORY","USD_CAP","A","2015",3797.912,
"JPN","HEALTHEXP","COMPULSORY","USD_CAP","A","2016",3792.469,
"JPN","HEALTHEXP","COMPULSORY","USD_CAP","A","2017",3893.113,"P"
"JPN","HEALTHEXP","COMPULSORY","USD_CAP","A","2018",4007.751,"P"
"JPN","HEALTHEXP","VOLUNTARY","USD_CAP","A","2014",687.437,
"JPN","HEALTHEXP","VOLUNTARY","USD_CAP","A","2015",718.95,
"JPN","HEALTHEXP","VOLUNTARY","USD_CAP","A","2016",720.376,
"JPN","HEALTHEXP","VOLUNTARY","USD_CAP","A","2017",736.446,"P"
"JPN","HEALTHEXP","VOLUNTARY","USD_CAP","A","2018",758.32,"P"
"KOR","HEALTHEXP","COMPULSORY","USD_CAP","A","2014",1313.463,
"KOR","HEALTHEXP","COMPULSORY","USD_CAP","A","2015",1464.584,
"KOR","HEALTHEXP","COMPULSORY","USD_CAP","A","2016",1582.854,
"KOR","HEALTHEXP","COMPULSORY","USD_CAP","A","2017",1689.708,
"KOR","HEALTHEXP","COMPULSORY","USD_CAP","A","2018",1907.552,"P"
"KOR","HEALTHEXP","VOLUNTARY","USD_CAP","A","2014",922.253,
"KOR","HEALTHEXP","VOLUNTARY","USD_CAP","A","2015",1023.432,
"KOR","HEALTHEXP","VOLUNTARY","USD_CAP","A","2016",1095.376,
"KOR","HEALTHEXP","VOLUNTARY","USD_CAP","A","2017",1180.545,
"KOR","HEALTHEXP","VOLUNTARY","USD_CAP","A","2018",1284.002,"P"
"LUX","HEALTHEXP","COMPULSORY","USD_CAP","A","2014",3941.443,
"LUX","HEALTHEXP","COMPULSORY","USD_CAP","A","2015",3958.208,
"LUX","HEALTHEXP","COMPULSORY","USD_CAP","A","2016",4006.768,
"LUX","HEALTHEXP","COMPULSORY","USD_CAP","A","2017",4072.11,
"LUX","HEALTHEXP","COMPULSORY","USD_CAP","A","2018",4256.472,"E"
"LUX","HEALTHEXP","VOLUNTARY","USD_CAP","A","2014",720.64,
"LUX","HEALTHEXP","VOLUNTARY","USD_CAP","A","2015",709.361,
"LUX","HEALTHEXP","VOLUNTARY","USD_CAP","A","2016",716.23,
"LUX","HEALTHEXP","VOLUNTARY","USD_CAP","A","2017",722.009,
"LUX","HEALTHEXP","VOLUNTARY","USD_CAP","A","2018",748.039,"E"
"MEX","HEALTHEXP","COMPULSORY","USD_CAP","A","2014",519.926,
"MEX","HEALTHEXP","COMPULSORY","USD_CAP","A","2015",561.039,
"MEX","HEALTHEXP","COMPULSORY","USD_CAP","A","2016",557.772,"B"
"MEX","HEALTHEXP","COMPULSORY","USD_CAP","A","2017",569.198,
"MEX","HEALTHEXP","COMPULSORY","USD_CAP","A","2018",585.802,"E"
"MEX","HEALTHEXP","VOLUNTARY","USD_CAP","A","2014",483.942,
"MEX","HEALTHEXP","VOLUNTARY","USD_CAP","A","2015",514.394,
"MEX","HEALTHEXP","VOLUNTARY","USD_CAP","A","2016",508.103,"B"
"MEX","HEALTHEXP","VOLUNTARY","USD_CAP","A","2017",535.774,
"MEX","HEALTHEXP","VOLUNTARY","USD_CAP","A","2018",552.162,"E"
"NLD","HEALTHEXP","COMPULSORY","USD_CAP","A","2014",4000.949,
"NLD","HEALTHEXP","COMPULSORY","USD_CAP","A","2015",4010.735,
"NLD","HEALTHEXP","COMPULSORY","USD_CAP","A","2016",4073.387,
"NLD","HEALTHEXP","COMPULSORY","USD_CAP","A","2017",4203.787,
"NLD","HEALTHEXP","COMPULSORY","USD_CAP","A","2018",4342.664,"P"
"NLD","HEALTHEXP","VOLUNTARY","USD_CAP","A","2014",933.633,
"NLD","HEALTHEXP","VOLUNTARY","USD_CAP","A","2015",917.631,
"NLD","HEALTHEXP","VOLUNTARY","USD_CAP","A","2016",945.02,
"NLD","HEALTHEXP","VOLUNTARY","USD_CAP","A","2017",951.257,
"NLD","HEALTHEXP","VOLUNTARY","USD_CAP","A","2018",945.773,
"NZL","HEALTHEXP","COMPULSORY","USD_CAP","A","2014",2781.63,"P"
"NZL","HEALTHEXP","COMPULSORY","USD_CAP","A","2015",2775.193,"P"
"NZL","HEALTHEXP","COMPULSORY","USD_CAP","A","2016",2880.479,"P"
"NZL","HEALTHEXP","COMPULSORY","USD_CAP","A","2017",2940.913,"P"
"NZL","HEALTHEXP","COMPULSORY","USD_CAP","A","2018",3107.65,"P"
"NZL","HEALTHEXP","VOLUNTARY","USD_CAP","A","2014",714.468,"P"
"NZL","HEALTHEXP","VOLUNTARY","USD_CAP","A","2015",738.182,"P"
"NZL","HEALTHEXP","VOLUNTARY","USD_CAP","A","2016",781.739,"P"
"NZL","HEALTHEXP","VOLUNTARY","USD_CAP","A","2017",801.315,"P"
"NZL","HEALTHEXP","VOLUNTARY","USD_CAP","A","2018",814.985,"P"
"NOR","HEALTHEXP","COMPULSORY","USD_CAP","A","2014",4867.762,
"NOR","HEALTHEXP","COMPULSORY","USD_CAP","A","2015",4898.558,
"NOR","HEALTHEXP","COMPULSORY","USD_CAP","A","2016",4955.169,
"NOR","HEALTHEXP","COMPULSORY","USD_CAP","A","2017",5182.756,"P"
"NOR","HEALTHEXP","COMPULSORY","USD_CAP","A","2018",5288.751,"P"
"NOR","HEALTHEXP","VOLUNTARY","USD_CAP","A","2014",839.616,
"NOR","HEALTHEXP","VOLUNTARY","USD_CAP","A","2015",829.772,
"NOR","HEALTHEXP","VOLUNTARY","USD_CAP","A","2016",848.533,
"NOR","HEALTHEXP","VOLUNTARY","USD_CAP","A","2017",880.858,"P"
"NOR","HEALTHEXP","VOLUNTARY","USD_CAP","A","2018",898.187,"P"
"POL","HEALTHEXP","COMPULSORY","USD_CAP","A","2014",1192.057,
"POL","HEALTHEXP","COMPULSORY","USD_CAP","A","2015",1261.889,
"POL","HEALTHEXP","COMPULSORY","USD_CAP","A","2016",1337.64,
"POL","HEALTHEXP","COMPULSORY","USD_CAP","A","2017",1424.081,
"POL","HEALTHEXP","COMPULSORY","USD_CAP","A","2018",1475.946,"P"
"POL","HEALTHEXP","VOLUNTARY","USD_CAP","A","2014",494.999,
"POL","HEALTHEXP","VOLUNTARY","USD_CAP","A","2015",541.106,
"POL","HEALTHEXP","VOLUNTARY","USD_CAP","A","2016",577.412,
"POL","HEALTHEXP","VOLUNTARY","USD_CAP","A","2017",624.582,
"POL","HEALTHEXP","VOLUNTARY","USD_CAP","A","2018",580.412,"P"
"PRT","HEALTHEXP","COMPULSORY","USD_CAP","A","2014",1619.602,
"PRT","HEALTHEXP","COMPULSORY","USD_CAP","A","2015",1680.667,
"PRT","HEALTHEXP","COMPULSORY","USD_CAP","A","2016",1768.935,
"PRT","HEALTHEXP","COMPULSORY","USD_CAP","A","2017",1829.351,
"PRT","HEALTHEXP","COMPULSORY","USD_CAP","A","2018",1901.778,"P"
"PRT","HEALTHEXP","VOLUNTARY","USD_CAP","A","2014",831.286,
"PRT","HEALTHEXP","VOLUNTARY","USD_CAP","A","2015",859.405,
"PRT","HEALTHEXP","VOLUNTARY","USD_CAP","A","2016",898.756,
"PRT","HEALTHEXP","VOLUNTARY","USD_CAP","A","2017",929.175,
"PRT","HEALTHEXP","VOLUNTARY","USD_CAP","A","2018",959.604,"P"
"SVK","HEALTHEXP","COMPULSORY","USD_CAP","A","2014",1612.656,
"SVK","HEALTHEXP","COMPULSORY","USD_CAP","A","2015",1641.877,
"SVK","HEALTHEXP","COMPULSORY","USD_CAP","A","2016",1757.776,
"SVK","HEALTHEXP","COMPULSORY","USD_CAP","A","2017",1748.871,
"SVK","HEALTHEXP","COMPULSORY","USD_CAP","A","2018",1833.896,"E"
"SVK","HEALTHEXP","VOLUNTARY","USD_CAP","A","2014",397.454,
"SVK","HEALTHEXP","VOLUNTARY","USD_CAP","A","2015",417.778,
"SVK","HEALTHEXP","VOLUNTARY","USD_CAP","A","2016",429.591,
"SVK","HEALTHEXP","VOLUNTARY","USD_CAP","A","2017",438.891,
"SVK","HEALTHEXP","VOLUNTARY","USD_CAP","A","2018",456.434,"E"
"ESP","HEALTHEXP","COMPULSORY","USD_CAP","A","2014",2008.254,
"ESP","HEALTHEXP","COMPULSORY","USD_CAP","A","2015",2154.148,
"ESP","HEALTHEXP","COMPULSORY","USD_CAP","A","2016",2207.845,
"ESP","HEALTHEXP","COMPULSORY","USD_CAP","A","2017",2276.727,
"ESP","HEALTHEXP","COMPULSORY","USD_CAP","A","2018",2341.375,"E"
"ESP","HEALTHEXP","VOLUNTARY","USD_CAP","A","2014",844.489,
"ESP","HEALTHEXP","VOLUNTARY","USD_CAP","A","2015",870.499,
"ESP","HEALTHEXP","VOLUNTARY","USD_CAP","A","2016",897.801,
"ESP","HEALTHEXP","VOLUNTARY","USD_CAP","A","2017",947.363,
"ESP","HEALTHEXP","VOLUNTARY","USD_CAP","A","2018",981.244,"E"
"SWE","HEALTHEXP","COMPULSORY","USD_CAP","A","2014",4070.042,
"SWE","HEALTHEXP","COMPULSORY","USD_CAP","A","2015",4189.643,
"SWE","HEALTHEXP","COMPULSORY","USD_CAP","A","2016",4210.547,
"SWE","HEALTHEXP","COMPULSORY","USD_CAP","A","2017",4406.035,
"SWE","HEALTHEXP","COMPULSORY","USD_CAP","A","2018",4569.494,"P"
"SWE","HEALTHEXP","VOLUNTARY","USD_CAP","A","2014",812.081,
"SWE","HEALTHEXP","VOLUNTARY","USD_CAP","A","2015",837.689,
"SWE","HEALTHEXP","VOLUNTARY","USD_CAP","A","2016",838.329,
"SWE","HEALTHEXP","VOLUNTARY","USD_CAP","A","2017",858.364,
"SWE","HEALTHEXP","VOLUNTARY","USD_CAP","A","2018",877.615,"P"
"CHE","HEALTHEXP","COMPULSORY","USD_CAP","A","2014",4071.423,
"CHE","HEALTHEXP","COMPULSORY","USD_CAP","A","2015",4283.246,
"CHE","HEALTHEXP","COMPULSORY","USD_CAP","A","2016",4358.241,
"CHE","HEALTHEXP","COMPULSORY","USD_CAP","A","2017",4545.428,
"CHE","HEALTHEXP","COMPULSORY","USD_CAP","A","2018",4660.415,"E"
"CHE","HEALTHEXP","VOLUNTARY","USD_CAP","A","2014",2367.611,
"CHE","HEALTHEXP","VOLUNTARY","USD_CAP","A","2015",2477.261,
"CHE","HEALTHEXP","VOLUNTARY","USD_CAP","A","2016",2583.945,
"CHE","HEALTHEXP","VOLUNTARY","USD_CAP","A","2017",2601.411,
"CHE","HEALTHEXP","VOLUNTARY","USD_CAP","A","2018",2656.19,"E"
"TUR","HEALTHEXP","COMPULSORY","USD_CAP","A","2014",781.307,
"TUR","HEALTHEXP","COMPULSORY","USD_CAP","A","2015",812.883,
"TUR","HEALTHEXP","COMPULSORY","USD_CAP","A","2016",883.851,
"TUR","HEALTHEXP","COMPULSORY","USD_CAP","A","2017",921.339,
"TUR","HEALTHEXP","COMPULSORY","USD_CAP","A","2018",957.131,"E"
"TUR","HEALTHEXP","VOLUNTARY","USD_CAP","A","2014",225.465,
"TUR","HEALTHEXP","VOLUNTARY","USD_CAP","A","2015",227.49,
"TUR","HEALTHEXP","VOLUNTARY","USD_CAP","A","2016",242.904,
"TUR","HEALTHEXP","VOLUNTARY","USD_CAP","A","2017",264.263,
"TUR","HEALTHEXP","VOLUNTARY","USD_CAP","A","2018",269.453,"E"
"GBR","HEALTHEXP","COMPULSORY","USD_CAP","A","2014",2915.244,
"GBR","HEALTHEXP","COMPULSORY","USD_CAP","A","2015",2939.611,
"GBR","HEALTHEXP","COMPULSORY","USD_CAP","A","2016",3046.77,
"GBR","HEALTHEXP","COMPULSORY","USD_CAP","A","2017",3107.053,
"GBR","HEALTHEXP","COMPULSORY","USD_CAP","A","2018",3138.498,"E"
"GBR","HEALTHEXP","VOLUNTARY","USD_CAP","A","2014",753.153,
"GBR","HEALTHEXP","VOLUNTARY","USD_CAP","A","2015",763.47,
"GBR","HEALTHEXP","VOLUNTARY","USD_CAP","A","2016",786.481,
"GBR","HEALTHEXP","VOLUNTARY","USD_CAP","A","2017",835.851,
"GBR","HEALTHEXP","VOLUNTARY","USD_CAP","A","2018",931.071,"E"
"USA","HEALTHEXP","COMPULSORY","USD_CAP","A","2014",7610.06,
"USA","HEALTHEXP","COMPULSORY","USD_CAP","A","2015",8041.099,
"USA","HEALTHEXP","COMPULSORY","USD_CAP","A","2016",8370.84,
"USA","HEALTHEXP","COMPULSORY","USD_CAP","A","2017",8627.259,
"USA","HEALTHEXP","COMPULSORY","USD_CAP","A","2018",8949,"E"
"USA","HEALTHEXP","VOLUNTARY","USD_CAP","A","2014",1432.221,"D"
"USA","HEALTHEXP","VOLUNTARY","USD_CAP","A","2015",1463.975,"D"
"USA","HEALTHEXP","VOLUNTARY","USD_CAP","A","2016",1532.811,"D"
"USA","HEALTHEXP","VOLUNTARY","USD_CAP","A","2017",1579.251,"D"
"USA","HEALTHEXP","VOLUNTARY","USD_CAP","A","2018",1637.084,"E"
"CHL","HEALTHEXP","COMPULSORY","USD_CAP","A","2014",1032.703,
"CHL","HEALTHEXP","COMPULSORY","USD_CAP","A","2015",1079.572,
"CHL","HEALTHEXP","COMPULSORY","USD_CAP","A","2016",1109.627,
"CHL","HEALTHEXP","COMPULSORY","USD_CAP","A","2017",1254.475,
"CHL","HEALTHEXP","COMPULSORY","USD_CAP","A","2018",1272.1,"P"
"CHL","HEALTHEXP","VOLUNTARY","USD_CAP","A","2014",719.188,
"CHL","HEALTHEXP","VOLUNTARY","USD_CAP","A","2015",758.114,
"CHL","HEALTHEXP","VOLUNTARY","USD_CAP","A","2016",788.17,
"CHL","HEALTHEXP","VOLUNTARY","USD_CAP","A","2017",840.806,
"CHL","HEALTHEXP","VOLUNTARY","USD_CAP","A","2018",909.625,"P"
"EST","HEALTHEXP","COMPULSORY","USD_CAP","A","2014",1326.023,
"EST","HEALTHEXP","COMPULSORY","USD_CAP","A","2015",1412.706,
"EST","HEALTHEXP","COMPULSORY","USD_CAP","A","2016",1522.931,
"EST","HEALTHEXP","COMPULSORY","USD_CAP","A","2017",1585.05,
"EST","HEALTHEXP","COMPULSORY","USD_CAP","A","2018",1678.881,"P"
"EST","HEALTHEXP","VOLUNTARY","USD_CAP","A","2014",425.429,
"EST","HEALTHEXP","VOLUNTARY","USD_CAP","A","2015",455.444,
"EST","HEALTHEXP","VOLUNTARY","USD_CAP","A","2016",489.989,
"EST","HEALTHEXP","VOLUNTARY","USD_CAP","A","2017",535.44,
"EST","HEALTHEXP","VOLUNTARY","USD_CAP","A","2018",552.524,"P"
"ISR","HEALTHEXP","COMPULSORY","USD_CAP","A","2014",1413.455,
"ISR","HEALTHEXP","COMPULSORY","USD_CAP","A","2015",1465.883,
"ISR","HEALTHEXP","COMPULSORY","USD_CAP","A","2016",1621.034,
"ISR","HEALTHEXP","COMPULSORY","USD_CAP","A","2017",1696.502,
"ISR","HEALTHEXP","COMPULSORY","USD_CAP","A","2018",1773.014,"E"
"ISR","HEALTHEXP","VOLUNTARY","USD_CAP","A","2014",794.13,
"ISR","HEALTHEXP","VOLUNTARY","USD_CAP","A","2015",810.771,
"ISR","HEALTHEXP","VOLUNTARY","USD_CAP","A","2016",885.646,
"ISR","HEALTHEXP","VOLUNTARY","USD_CAP","A","2017",922.94,
"ISR","HEALTHEXP","VOLUNTARY","USD_CAP","A","2018",960.091,"E"
"LVA","HEALTHEXP","COMPULSORY","USD_CAP","A","2014",767.671,
"LVA","HEALTHEXP","COMPULSORY","USD_CAP","A","2015",801.372,
"LVA","HEALTHEXP","COMPULSORY","USD_CAP","A","2016",864.809,
"LVA","HEALTHEXP","COMPULSORY","USD_CAP","A","2017",945.52,
"LVA","HEALTHEXP","COMPULSORY","USD_CAP","A","2018",1003.741,"E"
"LVA","HEALTHEXP","VOLUNTARY","USD_CAP","A","2014",518.806,
"LVA","HEALTHEXP","VOLUNTARY","USD_CAP","A","2015",603.651,
"LVA","HEALTHEXP","VOLUNTARY","USD_CAP","A","2016",718.146,
"LVA","HEALTHEXP","VOLUNTARY","USD_CAP","A","2017",703.757,
"LVA","HEALTHEXP","VOLUNTARY","USD_CAP","A","2018",744.796,"E"
"LTU","HEALTHEXP","COMPULSORY","USD_CAP","A","2014",1203.711,
"LTU","HEALTHEXP","COMPULSORY","USD_CAP","A","2015",1287.464,
"LTU","HEALTHEXP","COMPULSORY","USD_CAP","A","2016",1370.427,
"LTU","HEALTHEXP","COMPULSORY","USD_CAP","A","2017",1451.389,
"LTU","HEALTHEXP","COMPULSORY","USD_CAP","A","2018",1606.574,"P"
"LTU","HEALTHEXP","VOLUNTARY","USD_CAP","A","2014",577.035,
"LTU","HEALTHEXP","VOLUNTARY","USD_CAP","A","2015",628.921,
"LTU","HEALTHEXP","VOLUNTARY","USD_CAP","A","2016",687.059,
"LTU","HEALTHEXP","VOLUNTARY","USD_CAP","A","2017",730.577,
"LTU","HEALTHEXP","VOLUNTARY","USD_CAP","A","2018",808.692,"P"
"SVN","HEALTHEXP","COMPULSORY","USD_CAP","A","2014",1777.21,
"SVN","HEALTHEXP","COMPULSORY","USD_CAP","A","2015",1846.779,
"SVN","HEALTHEXP","COMPULSORY","USD_CAP","A","2016",1949.946,
"SVN","HEALTHEXP","COMPULSORY","USD_CAP","A","2017",2022.399,
"SVN","HEALTHEXP","COMPULSORY","USD_CAP","A","2018",2085.419,"P"
"SVN","HEALTHEXP","VOLUNTARY","USD_CAP","A","2014",721.897,
"SVN","HEALTHEXP","VOLUNTARY","USD_CAP","A","2015",727.376,
"SVN","HEALTHEXP","VOLUNTARY","USD_CAP","A","2016",732.973,
"SVN","HEALTHEXP","VOLUNTARY","USD_CAP","A","2017",778.834,
"SVN","HEALTHEXP","VOLUNTARY","USD_CAP","A","2018",774.027,"P"
